03:12:40 INFO  application.AppManager - Start in browser CHROME
03:12:42 INFO  tests.TestBase - Start method  --> loginTestWithInvalidPassword
03:12:42 INFO  application.MyListener - Start find element by -->By.xpath: //*[.='Sign Out']
03:12:52 INFO  application.MyListener - The element -->By.xpath: //*[.='Sign Out']was found
03:12:52 INFO  application.MyListener - Start find element by -->By.xpath: //a[.='LOGIN']
03:12:52 INFO  application.MyListener - The element -->By.xpath: //a[.='LOGIN']was found
03:12:52 INFO  application.MyListener - Start find element by -->By.xpath: //input[@placeholder='Email']
03:12:52 INFO  application.MyListener - The element -->By.xpath: //input[@placeholder='Email']was found
03:12:52 INFO  application.MyListener - Start find element by -->By.xpath: //input[@placeholder='Password']
03:12:52 INFO  application.MyListener - The element -->By.xpath: //input[@placeholder='Password']was found
03:12:52 INFO  tests.TestBase - Login with --> email: "anat@gmail.com", password: "Aa12345"
03:13:34 INFO  application.MyListener - Start find element by -->By.xpath: //button[.=' Login']
03:13:34 INFO  application.MyListener - The element -->By.xpath: //button[.=' Login']was found
03:14:30 INFO  application.MyListener - Start find element by -->By.xpath: //*[.='Sign Out']
03:14:40 INFO  application.MyListener - The element -->By.xpath: //*[.='Sign Out']was found
